orig_toxic,orig_neutral,toxic_comment,neutral_comment,lang,sim_score,toxic_score,neutral_score
"of course i feel better not being exposed to filth , tripe and nonsense .",I feel better not being exposed to negativity,በእርግጥ ለቆሻሻ ፣ ለቆሻሻ እና ለከንቱነት አለመጋለጥ የተሻለ ሆኖ ይሰማኛል።,ለአሉታዊነት አለመጋለጥ የተሻለ ሆኖ ይሰማኛል።,am,0.8813226222991943,0.0009966492652893066,0.0003737211227416992
she was an absolute shrew on the stand !,She was unfitting on the stand.,እሷ በቆመበት ላይ ፍጹም አስተዋይ ነበረች!,እሷ በቆመበት ላይ ብቁ አልነበረም።,am,0.8414952754974365,0.0006429553031921387,0.0012352466583251953
"then you will pay for learning how screwed up society actually is , not to mention corrupt .",then you will learn how wrong is society,ያኔ በሙስና ይቅርና ማህበረሰቡ ምን ያህል የተበላሸ እንደሆነ ለመማር ትከፍላለህ።,ከዚያ ማህበረሰቡ ምን ያህል ስህተት እንደሆነ ይማራሉ,am,0.8357744812965393,0.00410228967666626,0.0011650919914245605
high profile idiots think they have everything under control .,High profile unsuitable people think they have everything under control,ከፍተኛ ደረጃ ያላቸው ደደቦች ሁሉም ነገር በቁጥጥር ስር እንደሆኑ ያስባሉ.,ከፍተኛ መገለጫ ተገቢ ያልሆኑ ሰዎች ሁሉም ነገር በቁጥጥር ስር ናቸው ብለው ያስባሉ,am,0.8609616756439209,0.9992169141769409,0.0009715557098388672
yet you supported the buffoon all the time he was one of harpers top cabinet ministers .,yet you supported him all the time he was one of harpers top cabinet ministers .,አንተ ግን ከበሮ ቆራጭ የካቢኔ ሚኒስትሮች አንዱ ሆኖ ባፊን ደግፈሃል።,አንተ ግን ከበገና ከበርቴዎች የካቢኔ ሚኒስትሮች አንዱ በነበረበት ጊዜ ሁሉ ደግፈሃል።,am,0.7057816386222839,0.9967818260192871,0.9980562925338745
if we dont get more cops we will have vigilantes and then we are all screwed .,If we dont get more cops we will have vigilantes and then we are in trouble,ተጨማሪ ፖሊሶች ካላገኘን ጠንቋዮች ይኖሩናል ከዚያም ሁላችንም ተበላሽተናል።,ተጨማሪ ፖሊሶች ካላገኘን ጠንቋዮች ይኖሩናል ከዚያም ችግር ውስጥ ነን,am,0.8568789958953857,0.0016971826553344727,0.0010322332382202148
yes if you have other people to do it idiot .,yes if you have other people to do it.,አዎ ሌሎች የሚያደርጉ ሰዎች ካሎት ደደብ .,አዎ ሌሎች ሰዎች ካሉዎት።,am,0.8975438475608826,0.00619131326675415,0.0006478428840637207
just stop stealing our money and do you bloody job .,Just stop stealing our money and do your job,ገንዘባችንን መስረቅን አቁመህ ደም አፋሳሽ ስራ ሰራህ .,ገንዘባችንን መስረቅን አቁመህ ስራህን ስራ,am,0.7493878602981567,0.004709839820861816,0.0019944310188293457
"obama has been a total failure , and now looks like a sore loser .",Obama has not been victorious.,ኦባማ ሙሉ በሙሉ ሽንፈት ነበረው እና አሁን የታመመ ተሸናፊ ይመስላል።,ኦባማ ድል አላደረጉም።,am,0.8720352053642273,0.00482022762298584,0.0009002685546875
he is the worst mayor we have ever had !,He is the unsuitable mayor ever!,እሱ እስካሁን ካጋጠመን መጥፎ ከንቲባ ነው!,እሱ መቼም የማይመጥን ከንቲባ ነው!,am,0.8151975870132446,0.8045730590820312,0.9778433442115784
your protests are meaningless and pathetic at this point .,your protests are not useful at this point.,ተቃውሞዎ በዚህ ጊዜ ትርጉም የለሽ እና አሳዛኝ ነው።,ተቃውሞዎ በዚህ ጊዜ ጠቃሚ አይደሉም።,am,0.9033694863319397,0.0005635619163513184,0.0008931756019592285
they are the next generation of homeless trash .,They are the next homeless generation.,እነሱ ቀጣዩ ትውልድ ናቸው ቤት አልባ ቆሻሻ .,ቀጣዩ ቤት አልባ ትውልድ ናቸው።,am,0.8851778507232666,0.9994112253189087,0.9986176490783691
i find clough to often be a disrespectful jerk .,I find clough to often be a disrespectful person,ክሎክ ብዙውን ጊዜ አክብሮት የጎደለው ጅል ሆኖ አግኝቼዋለሁ።,ክሎክ ብዙውን ጊዜ አክብሮት የጎደለው ሰው ሆኖ አግኝቼዋለሁ,am,0.860137939453125,0.007708251476287842,0.0005116462707519531
the second is also untrue to the point of idiocy .,The second is also untrue.,ሁለተኛው ደግሞ እስከ ቂልነት ድረስ እውነት አይደለም .,ሁለተኛው ደግሞ ከእውነት የራቀ ነው።,am,0.8377096056938171,0.0007333159446716309,0.0006524920463562012
lewis now wears a small hat on his fat head .,lewis now wears a small hat on his head.,ሌዊስ አሁን በወፍራም ጭንቅላቱ ላይ ትንሽ ኮፍያ ለብሷል .,ሌዊስ አሁን ትንሽ ኮፍያ በራሱ ላይ ለብሷል።,am,0.8998949527740479,0.0042119622230529785,0.001031041145324707
you know this type of ignorant comment isnt helpful in the least .,you know this type of impolite comment isnt helpful in the least.,የዚህ አይነት አላዋቂ አስተያየት ቢያንስ ጠቃሚ እንዳልሆነ ታውቃለህ።,የዚህ አይነት ጨዋነት የጎደለው አስተያየት ቢያንስ ጠቃሚ እንዳልሆነ ታውቃለህ።,am,0.9021531343460083,0.0005421042442321777,0.000520169734954834
"no , i do not need a hug from a creepy little troll like you .","no, i do not need a hug from you",አይ፣ እንዳንተ ካለ ትንሽ ዘግናኝ መንኮራኩር ማቀፍ አያስፈልገኝም።,አይ፣ ካንተ ማቀፍ አያስፈልገኝም።,am,0.7943109273910522,0.005020439624786377,0.0007699728012084961
go ahead and let it die .,go ahead and let it end.,ቀጥል እና ይሙት .,ወደፊት ሂድ እና ያበቃል.,am,0.7469980716705322,0.002920985221862793,0.00045222043991088867
"are the navigators asleep , or having sex , or something ?",Are the navigators asleep or what?,መርከበኞች ተኝተዋል ወይስ ወሲብ እየፈጸሙ ነው ወይስ የሆነ ነገር?,መርከበኞች ተኝተዋል ወይስ ምን?,am,0.8879649639129639,0.010601520538330078,0.057604312896728516
"this has got to be the stupidest , most corrupt , method of bidding in the history of mankind .",This has got to be the most corrupt method of bidding in the history of mankind.,ይህ በሰው ልጅ ታሪክ ውስጥ እጅግ በጣም ደደብ፣ እጅግ ብልሹ፣ የመጫረቻ ዘዴ መሆን አለበት።,ይህ በሰው ልጅ ታሪክ ውስጥ እጅግ የተበላሸ የጨረታ ዘዴ መሆን አለበት።,am,0.8687790036201477,0.9674134850502014,0.0009971261024475098
not one mention of the word idiot .,not one mention of the word,ደደብ የሚለው ቃል አንድም አልተጠቀሰም።,ስለ ቃሉ አንድም አልተጠቀሰም።,am,0.7588381171226501,0.016993165016174316,0.0003190040588378906
trump was an embarrassment to the u,Trump did not live the u expectation,ትራምፕ ለ u አሳፋሪ ነበር።,ትራምፕ የሚጠብቁትን አልኖሩም።,am,0.737878680229187,0.001139521598815918,0.0013805627822875977
do what you do and shut up about it !,do what you do and don't talk about it.,የምታደርገውን አድርግ እና ዝም በል!,የምታደርጉትን አድርግ እና ስለሱ አትናገር.,am,0.882569432258606,0.001384139060974121,0.0008752942085266113
"uber , pay your taxes like everybody else and shut up .","uber, pay your taxes as others",uber እንደማንኛውም ሰው ግብርህን ክፈልና ዝም በል ።,"uber, የእርስዎን ግብሮች እንደ ሌሎች ይክፈሉ",am,0.8654056787490845,0.0005104541778564453,0.7712465524673462
"gay , muslim , nonanglophone , white males might be able to wangle something under the right circumstances .","Gay, Muslim,no anglophone,white males might be able to arrange something under the right circumstance.",ግብረ ሰዶማውያን፣ ሙስሊም፣ ናንግሎ ፎን፣ ነጭ ወንዶች በትክክለኛው ሁኔታ ውስጥ የሆነ ነገር ማወዛወዝ ይችሉ ይሆናል።,ግብረ ሰዶማውያን፣ ሙስሊም፣ አንግሎፎን የለም፣ ነጭ ወንዶች የሆነ ነገር በትክክለኛው ሁኔታ ማዘጋጀት ይችሉ ይሆናል።,am,0.8976577520370483,0.004048705101013184,0.009394824504852295
generous seperation packages my ass !,This is not Generous separation packages!,ለጋስ መለያየት ጥቅሎች የኔ አህያ!,ይህ ለጋስ መለያየት ፓኬጆች አይደለም!,am,0.6776006817817688,0.0012514591217041016,0.0014464259147644043
only stupid people would think that .,People who are unwise will think that.,ይህን የሚያስቡት ሞኝ ሰዎች ብቻ .,ጥበብ የጎደላቸው ሰዎች ይህን ያስባሉ።,am,0.8599210381507874,0.007066249847412109,0.001461625099182129
yes but john this old fart is so much smarter than you can ever be .,Yes but John is so much smarter than you can ever be,አዎ ግን ጆን ይህ የድሮ ፋርት እርስዎ ከመቼውም ጊዜ በላይ በጣም ብልህ ነው።,አዎ ግን ዮሐንስ ከምትችለው በላይ በጣም ብልህ ነው።,am,0.9300104975700378,0.9957277774810791,0.0007812976837158203
whats this crap about wishes ?,what's this about wishes?,ስለ ምኞቶች ይህ መጥፎ ነገር ምንድነው?,ስለ ምኞቶች ይህ ምንድን ነው?,am,0.8598080277442932,0.00040417909622192383,0.00033783912658691406
as most ( 70 ) of thinking people do not care what these narcissistic morons think .,as most ( 70 ) of thinking people do not care what these narcissistic think .,እንደ አብዛኞቹ (70) ሰዎች እነዚህ ነፍጠኞች ምን እንደሚያስቡ ግድ የላቸውም።,እንደ አብዛኞቹ ( 70 ) አስተሳሰብ ያላቸው ሰዎች እነዚህ ነፍጠኞች ምን እንደሚያስቡ ግድ የላቸውም።,am,0.8880472183227539,0.998875081539154,0.999203622341156
some sickos on the left are already blaming trump .,Some people on the left are already blaming Trump.,በግራ በኩል ያሉት አንዳንድ ሕመምተኞች ትራምፕን እየወቀሱ ነው።,አንዳንድ በግራ በኩል ያሉት ሰዎች ትራምፕን እየወቀሱ ነው።,am,0.7954264879226685,0.0012357234954833984,0.0009605288505554199
he is a worthless piece of garbage that should be removed from office as soon as possible .,he should be removed from office as soon as possible .,እሱ በተቻለ ፍጥነት ከቢሮው መወገድ ያለበት የማይረባ ቆሻሻ ነው።,በተቻለ ፍጥነት ከስልጣን መወገድ አለበት .,am,0.8251583576202393,0.009202957153320312,0.0037656426429748535
these four lane county commissioners are rotten to the core .,These four lane county commissioners are bad,እነዚህ አራት ሌይን ካውንቲ ኮሚሽነሮች እስከ ዋናው የበሰበሱ ናቸው።,እነዚህ አራት ሌይን ካውንቲ ኮሚሽነሮች መጥፎ ናቸው።,am,0.8088110685348511,0.0029075145721435547,0.9826499223709106
im glad you clowns love the little power trip you get .,im glad you love the little power trip you get.,ቀልዶች የምታገኙትን ትንሽ የሃይል ጉዞ ስለወደዳችሁ ደስ ብሎኛል ።,የምታገኘውን ትንሽ የሃይል ጉዞ ስለወደዳችሁ ደስተኛ ነኝ።,am,0.8631101846694946,0.000561058521270752,0.0004878044128417969
killing the innocent nearly born should be the very last choice .,Killing an innocent person about to be born should be the last resort.,ንፁሃንን መግደል የመጨረሻው ምርጫ መሆን አለበት።,ሊወለድ ያለውን ንፁህ ሰው መግደል የመጨረሻ አማራጭ መሆን አለበት።,am,0.8114455342292786,0.0007378458976745605,0.0014746785163879395
your honestly an idiot if you think he will ever see light of day as a freeman again .,Your honestly wrong if you think he will ever see light of day as a freeman again.,ያንተን እውነት እንደ ነፃ ሰው የቀን ብርሃን የሚያይ ከመሰለህ ደደብ ነው።,እሱ እንደ ነፃ ሰው የቀን ብርሃንን እንደገና ያያል ብለው ካሰቡ በእውነቱ ተሳስተዋል።,am,0.7470190525054932,0.0070002079010009766,0.0018134713172912598
"this is why i gave up teaching , because of fucking retards like you !","This is why i gave up teaching , because of people like you !",በዚህ ምክንያት ነው ማስተማሩን የተውኩት እንዳንተ ባሉ ዘማቾች ምክንያት!,እንደ አንተ ባሉ ሰዎች ምክንያት ማስተማርን የተውኩት ለዚህ ነው!,am,0.7976090312004089,0.0008834004402160645,0.001024007797241211
how many niggers does it take to change a light bulb ?,how many person does it take to change a light bulb?,አምፖሉን ለመለወጥ ስንት ኒገር ያስፈልጋል?,አምፖሉን ለመቀየር ስንት ሰው ያስፈልጋል?,am,0.8931298851966858,0.0011317729949951172,0.0007818937301635742
thats some stupid and hypocritical bullshit .,That's not a good thing.,ይህ አንዳንድ ደደብ እና ግብዝነት ነው.,ያ ጥሩ ነገር አይደለም።,am,0.8345986604690552,0.998584508895874,0.0005137920379638672
so i would presume their use of our tax dollars amount to over a million dollars idiot ! .,so i would presume their use of our tax dollars to amount to over a million dollars,ስለዚህ የኛን የታክስ ዶላር አጠቃቀም ከአንድ ሚሊዮን ዶላር በላይ ደደብ ነው ብዬ እገምታለሁ! .,ስለዚህ የኛን የታክስ ዶላር ከአንድ ሚሊዮን ዶላር በላይ መጠቀማቸው እገምታለሁ።,am,0.8890222311019897,0.02382713556289673,0.0015380382537841797
lets try being intelligent adults here and stop this juvenile crap .,let us grow up,እዚህ ጋር አስተዋይ ጎልማሶች ለመሆን እንሞክር እና ይህን የወጣትነት ድርጊት እናቆም።,እናድግ,am,0.8365384340286255,0.001044154167175293,0.0008059144020080566
these repubicans are like cannibalistic pirañas .,These republicans are taking advantage.,እነዚህ ሪፑቢካኖች ልክ እንደ ሰው በላ ፒራናዎች ናቸው።,እነዚህ ሪፐብሊካኖች እየተጠቀሙበት ነው።,am,0.8038241863250732,0.9991771578788757,0.0018146634101867676
he is just one big black talker .,he is just one big talker.,እሱ አንድ ትልቅ ጥቁር ተናጋሪ ብቻ ነው።,እሱ አንድ ትልቅ ተናጋሪ ነው።,am,0.9430510997772217,0.9980648159980774,0.003680109977722168
( not to mention idiots like pelosi .,People like Pelosi is not good,(እንደ ፔሎሲ ያሉ ደደቦችን ሳንጠቅስ .,እንደ ፔሎሲ ያሉ ሰዎች ጥሩ አይደሉም,am,0.8411352038383484,0.9953898191452026,0.002591550350189209
he played you for fools .,He played you.,ለሞኞች ተጫወተህ ።,እሱ ተጫወተህ።,am,0.804977297782898,0.9049801826477051,0.0010102391242980957
this guy is a complete idiot .,This man is not good,ይህ ሰው ፍጹም ደደብ ነው.,ይህ ሰው ጥሩ አይደለም,am,0.8724509477615356,0.999235987663269,0.0010777711868286133
you are sick in the head .,You are not serious,በጭንቅላቱ ውስጥ ታምመዋል .,ቁምነገር አይደለህም።,am,0.7188089489936829,0.5591306090354919,0.0009838342666625977
lewis now wears a small hat on his fat head .,lewis now wears a small hat on his head,ሌዊስ አሁን በወፍራም ጭንቅላቱ ላይ ትንሽ ኮፍያ ለብሷል .,ሌዊስ አሁን ትንሽ ኮፍያ በራሱ ላይ ለብሷል,am,0.8998949527740479,0.0042119622230529785,0.0010185837745666504
only stupid people would think that .,Only unreasonable people will think that,ይህን የሚያስቡት ሞኝ ሰዎች ብቻ .,ይህን የሚያስቡት ምክንያታዊ ያልሆኑ ሰዎች ብቻ ናቸው።,am,0.8599210381507874,0.007066249847412109,0.0009802579879760742
i dont need to cite each and every fucking word .,I don't need to make clear each and every word.,እያንዳንዱን እና ሁሉንም አሰልቺ ቃል መጥቀስ አያስፈልገኝም።,እያንዳንዱን ቃል ግልጽ ማድረግ አያስፈልገኝም።,am,0.8683669567108154,0.0005042552947998047,0.0003896355628967285
human beings are basically fuking idiots !,Human beings are basically not smart enough.,የሰው ልጅ በመሠረቱ ደደቦች ናቸው!,የሰው ልጅ በመሠረቱ ብልህ አይደለም።,am,0.8690583109855652,0.999386191368103,0.002070307731628418
i think you are as dumb as a box of hammers and much less useful .,i think you are as bad as a box of hammers and not much useful.,እንደ መዶሻ ሳጥን ዲዳዎች እና በጣም ብዙ ጥቅም የሌላቸው ይመስለኛል.,እንደ መዶሻ ሳጥን መጥፎ እና ብዙም የማይጠቅም ይመስለኛል።,am,0.8347166776657104,0.05309569835662842,0.006597340106964111
this is all so ridiculous .,This is all so funny.,ይህ ሁሉ በጣም አስቂኝ ነው.,ይህ ሁሉ በጣም አስቂኝ ነው.,am,0.8810461759567261,0.0006771087646484375,0.0006771087646484375
go after criminals not plants idiots !,go after criminals not plants !,ወንጀለኞችን ተከተሉ ደደቦችን አትክሉ!,እፅዋትን ሳይሆን ወንጀለኞችን ይከተሉ!,am,0.8026027083396912,0.052674174308776855,0.0008679032325744629
i fuckingg love tacos ! there the fuckingg best bitchh ! 54 now suckk my dick !,i badly love tacos! the are the best thing!,ታኮዎችን እወዳለሁ! እዚያ በጣም ጥሩው ሴት ዉሻ! 54 አሁን ዲክዬን ጠጣው!,ታኮስን በጣም እወዳለሁ! ምርጥ ነገሮች ናቸው!,am,0.8467245697975159,0.002964019775390625,0.0002968907356262207
more proof that liberalism might be a mental disorder .,The evidence is that liberalism is a psychological defect,ሊበራሊዝም የአእምሮ መታወክ ሊሆን እንደሚችል ተጨማሪ ማረጋገጫ።,ማስረጃው ሊበራሊዝም የስነ ልቦና ጉድለት ነው።,am,0.8623700141906738,0.0010185837745666504,0.6563301086425781
"did you read the article at all , or are you just another one of the gupta stooges ?",Did you read the article at all or not?,ጽሑፉን በጭራሽ አንብበዋል ወይንስ እርስዎ ከጉፕታ ስቶጅስ አንዱ ነዎት?,ጽሑፉን አንብበውታል ወይም አላነበቡትም?,am,0.823540449142456,0.0009592175483703613,0.0003885626792907715
yet the gm keeps printing this garbage .,yet the gm keeps printing this,አሁንም gm ይህን ቆሻሻ ማተም ይቀጥላል.,ገና gm ይህን ማተም ይቀጥላል,am,0.8902295827865601,0.9904893636703491,0.0034627914428710938
some idiots no longer believe in national sovereignty .,Some people not always believe in national sovereignty.,አንዳንድ ደደቦች በብሔራዊ ሉዓላዊነት አያምኑም።,አንዳንድ ሰዎች ሁልጊዜ በብሔራዊ ሉዓላዊነት አያምኑም።,am,0.83124840259552,0.9991687536239624,0.0005521178245544434
"if you dont mind , i will just wallow in my own stupidity .","f you don't mind , i will just wallow",ካላስቸገርክ በራሴ ቂልነት ተንከራተትኩ።,ካላስቸገርክ ዝም ብዬ ልዋደድ ነው።,am,0.7477121353149414,0.0014850497245788574,0.0006051063537597656
were tired of your despicable lies,were tired of your lies,በአንተ አስጸያፊ ውሸቶች ደክሞኝ ነበር።,በውሸትህ ደክሞኝ ነበር።,am,0.7285176515579224,0.0012344121932983398,0.2143438458442688
the fact that we are all going to paying for this gigantic liberal party jerkoff just makes me sick .,The fact that we are all going to paying for this gigantic liberal party makes me feel bad,ሁላችንም ለዚህ ግዙፍ የሊበራል ፓርቲ ጀርካፍ የምንከፍል መሆናችን ያሳምመኛል።,ለዚህ ግዙፍ የሊበራል ፓርቲ ሁላችንም የምንከፍልበት መሆናችን ያሳዝነኛል።,am,0.8532241582870483,0.001724839210510254,0.0011533498764038086
some idiots put that to overshadow the war .,some put that to overshadow the war .,አንዳንድ ደደቦች ጦርነቱን ለማድበስበስ ያደርጉታል።,አንዳንዶች ጦርነቱን ለማጥለቅለቅ አድርገውታል።,am,0.7608243823051453,0.9979717135429382,0.0009613037109375
clicking on the link to this story makes me feel stupid .,clicking on the link to this story makes me feel bad.,የዚህን ታሪክ ማገናኛ ጠቅ ማድረግ ሞኝነት እንዲሰማኝ አድርጎኛል.,የዚህ ታሪክ ማገናኛ ላይ ጠቅ ማድረግ በጣም ያሳዝነኛል.,am,0.8606753349304199,0.000406801700592041,0.0003656148910522461
"canada got screwed as a pawn in this , and the eu let it happen .","Canada got affected in this, and the EU let it happen",ካናዳ በዚህ ውስጥ እንደ ፓን ተበላሽታለች፣ እና eu እንዲከሰት ፈቀደ።,በዚህ ጉዳይ ላይ ካናዳ ተነካች፣ እናም የአውሮፓ ህብረት እንዲከሰት ፈቅዷል,am,0.8953917622566223,0.8906159400939941,0.0013335943222045898
im more likely to switch back to conservative than vote for these clowns .,im more likely to switch back to conservative than vote for these people.,ለእነዚህ ቀልዶች ከመምረጥ ወደ ወግ አጥባቂ የመመለስ ዕድለኛ ነኝ።,ለእነዚህ ሰዎች ከመምረጥ ይልቅ ወደ ወግ አጥባቂነት የመመለስ ዕድለኛ ነኝ።,am,0.6202644109725952,0.0004622936248779297,0.0006029605865478516
and other way stupid stuff .,and other way bad stuff .,እና ሌላ መንገድ ደደብ ነገሮች .,እና ሌሎች መንገዶች መጥፎ ነገሮች .,am,0.9265666007995605,0.9791646003723145,0.0012668967247009277
"lindhouts mother , herself a victim of her daughters stupidity , is only revealing some very questionable rcmp tactics .","lindhouts mother, who is a victim of her daughter being mis informed, is revealing some very questionable tactics",lindhouts እናት፣ እራሷ የልጆቿ ሞኝነት ሰለባ የሆነች፣ በጣም አጠራጣሪ የሆኑ የ rcmp ስልቶችን ብቻ እያሳየች ነው።,የልጃቸው መረጃ በመጥፋቷ የተጎዳችው ሊንዳውትስ እናት አንዳንድ በጣም አጠራጣሪ ዘዴዎችን እየገለጠች ነው,am,0.9040915966033936,0.003689110279083252,0.004689157009124756
"so theyre busy , busy , busy , trying to find a way to sneak their bullshit past us .","So they're busy, busy, busy, trying to find q way to sneak their lies past us.",ስለዚህ ስራ የተጠመዱ፣ ስራ የበዛባቸው፣ ስራ የበዛባቸው፣ የነሱን ጩኸት ሾልከው የሚያልፉበትን መንገድ ለማግኘት እየሞከሩ ነው።,ስለዚህ ስራ በዝተዋል፣ ስራ በዝተዋል፣ ስራ በዝተዋል፣ ውሸታቸውን ወደ እኛ የሚሸሹበት q መንገድ ለማግኘት እየሞከሩ ነው።,am,0.7698220014572144,0.0015729665756225586,0.0016431212425231934
i wouldnt spend dollar one in that racist hellhole .,I wouldn't spend one dollar in that racist place.,በዚያ ዘረኛ ሲኦል ውስጥ አንድ ዶላር አላጠፋም።,በዚያ ዘረኛ ቦታ አንድ ዶላር አላወጣም።,am,0.8023344278335571,0.034451842308044434,0.0015998482704162598
"did you read the article at all , or are you just another one of the gupta stooges ?",did you read the article at all?,ጽሑፉን በጭራሽ አንብበዋል ወይንስ እርስዎ ከጉፕታ ስቶጅስ አንዱ ነዎት?,ጽሑፉን በጭራሽ አንብበዋል?,am,0.823540449142456,0.0009592175483703613,0.0008158087730407715
whats this crap about wishes ?,Whats this thing about wishes?,ስለ ምኞቶች ይህ መጥፎ ነገር ምንድነው?,ስለ ምኞቶች ይህ ነገር ምንድነው?,am,0.8598080277442932,0.00040417909622192383,0.00030052661895751953
outsideryou are an idiot to make such an ignorant remark .,"Outsider, you should not make such an ignorant remark.",ከውጪ እንደዚህ ያለ እውቀት የሌለው አስተያየት ለመስጠት ሞኝ ነዎት ።,ከውጪ ፣ እንደዚህ ያለ አላዋቂ አስተያየት መስጠት የለብዎትም።,am,0.8143023252487183,0.0044190287590026855,0.0004259943962097168
"granted , he made some stupid throws but there is a lot more wrong with the offense than siemian .","Granted, he made some bad throws but there is a lot more wrong with the offensive than siemian.",ተሰጥቷል ፣ አንዳንድ የሞኝነት ውርወራዎችን አድርጓል ነገር ግን በጥፋቱ ላይ ከሲሚያን የበለጠ ብዙ ስህተት አለ።,እርግጥ ነው፣ አንዳንድ መጥፎ ኳሶችን አድርጓል ነገር ግን በአጥቂው ላይ ከሲሚያን የበለጠ ስህተት አለ።,am,0.8741297721862793,0.0026409029960632324,0.0021528005599975586
you can have your stinking office building .,You can have the office building,የሚሸት የቢሮ ግንባታ ሊኖርዎት ይችላል.,የቢሮ ህንፃ ሊኖርዎት ይችላል,am,0.8107799291610718,0.6441867351531982,0.0005679726600646973
sickening that so many people like this are roaming around freely in our society .,annoying that so many people like this are roaming around freely in our society .,እንደዚህ አይነት ብዙ ሰዎች በህብረተሰባችን ውስጥ በነፃነት እየተንከራተቱ እንደሆነ እያሳመምኩ ነው።,እንደዚህ አይነት ብዙ ሰዎች በህብረተሰባችን ውስጥ በነፃነት መንቀሳቀስ ያበሳጫል።,am,0.8318630456924438,0.0009508728981018066,0.001049816608428955
may i also add that youre a cock and you should find something better to do with your time .,may i also add that you should find something better to do with your time .,ዶሮ እንደሆንክ ልጨምርልህ እና በጊዜህ ለመስራት የተሻለ ነገር ማግኘት አለብህ።,በጊዜዎ ለመስራት የተሻለ ነገር ማግኘት እንዳለብዎም ልጨምር።,am,0.8028040528297424,0.004926860332489014,0.0006964206695556641
these four lane county commissioners are rotten to the core .,these four lane county commissioners are dishonest,እነዚህ አራት ሌይን ካውንቲ ኮሚሽነሮች እስከ ዋናው የበሰበሱ ናቸው።,እነዚህ አራት የሌይን ካውንቲ ኮሚሽነሮች ታማኝ ያልሆኑ ናቸው።,am,0.8088110685348511,0.0029075145721435547,0.001504063606262207
you are one hate filled individual pal !,you are one pal who don't like others,አንተ አንድ በጥላቻ የተሞላ ግለሰብ ጓደኛ ነህ!,ሌሎችን የማትወድ ጓደኛ ነህ,am,0.8424765467643738,0.9983135461807251,0.0047040581703186035
hope they find them and hang em high .,hope they find them and put them into justice,እንደሚያገኙዋቸው እና ከፍ ብለው እንዲሰቅሏቸው ተስፋ ያድርጉ።,እነርሱን አግኝተው ወደ ፍትህ እንደሚያስቀምጧቸው ተስፋ እናደርጋለን,am,0.8658676147460938,0.4352177381515503,0.0005843639373779297
this man clearly has deep psychiatric problems .,This man is clearly troubled in the mind.,ይህ ሰው ጥልቅ የአእምሮ ችግሮች እንዳለበት ግልጽ ነው.,ይህ ሰው በአእምሮ ውስጥ በግልጽ ተጨንቋል.,am,0.8975985646247864,0.0007939934730529785,0.001367032527923584
i have an excuse to get off my ass and put something on it now .,i have an excuse to leave and put something on it now .,ከአህያዬ ወርጄ የሆነ ነገር ላስቀምጥበት ሰበብ አለኝ።,አሁን አንድ ነገር ልተውበት ሰበብ አለኝ።,am,0.7378401756286621,0.0019550323486328125,0.00048029422760009766
yah who do those filthy stinking evil rich people think they are giving away $ 2b ?,yah who do those rich people think they are giving away $ 2b ?,ያ እነዚያ ቆሻሻ የሚገማ ክፉ ባለጠጎች $2b አሳልፈው የሚሰጡ የሚመስላቸው ማን ነው?,ያ ሀብታሞች $ 2b እየሰጡ የሚመስላቸው ማን ነው?,am,0.8913679122924805,0.9913401007652283,0.0017995834350585938
"lets keep defense and the courts , and lose the rest of the garbage .",Let's keep the defense and the courts and lose the rest of less importance.,መከላከያን እና ፍርድ ቤቶችን እንጠብቅ እና የቀረውን ቆሻሻ እናጣለን.,መከላከያውን እና ፍርድ ቤቱን እንጠብቅ እና የቀረውን ትንሽ ጠቀሜታ እናጣለን.,am,0.8161646127700806,0.0053612589836120605,0.0009999871253967285
good shawn is a crook .,good shawn is not reasonable .,ጥሩ ሻውን ተንኮለኛ ነው .,ጥሩ ሻን ምክንያታዊ አይደለም .,am,0.7195343375205994,0.7082399725914001,0.01869124174118042
only stupid people would think that .,Only unintelligent people would think like that.,ይህን የሚያስቡት ሞኝ ሰዎች ብቻ .,እንደዚህ የሚያስቡት የማሰብ ችሎታ የሌላቸው ሰዎች ብቻ ናቸው።,am,0.8599210381507874,0.007066249847412109,0.0011376142501831055
it is a stupid question at the outset !,it is not a good question at the outset !,መጀመሪያ ላይ የሞኝ ጥያቄ ነው!,መጀመሪያ ላይ ጥሩ ጥያቄ አይደለም!,am,0.8800080418586731,0.0005965232849121094,0.0006198883056640625
i have as much disposable income as these other jerks .,i have as much disposable income as these others,እንደሌሎች ጅሎች ብዙ ሊጣል የሚችል ገቢ አለኝ።,እኔ እንደሌሎቹ ብዙ ሊጣል የሚችል ገቢ አለኝ,am,0.8437540531158447,0.0695306658744812,0.0003343820571899414
you seem to be as ignorant as the original commenter so once again who is senator koch from ohio ?,Who is senator koch from ohio?,ልክ እንደ ዋናው አስተያየት ሰጪው የማያውቁ ይመስላችኋል ስለዚህ እንደገና ሴናተር ኮክ ከኦሃዮ ማን ነው?,ሴናተር ኮች ከኦሃዮ ማን ናቸው?,am,0.8755541443824768,0.002506256103515625,0.0028682947158813477
no ones claiming the defendants dont have dumb tattoos .,No one us claiming the defendants dont have tattoos,ተከሳሾቹ ዲዳ ንቅሳት የላቸውም የሚል ማንም የለም።,ተከሳሾቹ ንቅሳት የላቸውም የምንል ማንም የለም።,am,0.8349517583847046,0.001163780689239502,0.0005436539649963379
